run,model.model.training,model.model.input_channels,model.model.num_classes,model.model.conv_blocks,model.model.base_filters,model.model.filters_growth,model.model.kernel_size,model.model.pool_kernel,model.model.norm,model.model.hidden_units,model.model.dropout_p,model.model.global_pool,model.types.training,model.types.input_channels,model.types.num_classes,model.types.conv_blocks,model.types.base_filters,model.types.filters_growth,model.types.kernel_size,model.types.pool_kernel,model.types.norm,model.types.hidden_units,model.types.dropout_p,model.types.global_pool,settings.model.epochs,settings.model.metrics,settings.model.logdir,settings.model.train_steps,settings.model.valid_steps,settings.model.reporttypes,settings.model.optimizer_kwargs.lr,settings.model.optimizer_kwargs.weight_decay,settings.model.scheduler_kwargs.factor,settings.model.scheduler_kwargs.patience,settings.model.earlystop_kwargs.save,settings.model.earlystop_kwargs.verbose,settings.model.earlystop_kwargs.patience,settings.types.epochs,settings.types.metrics,settings.types.logdir,settings.types.train_steps,settings.types.valid_steps,settings.types.reporttypes,settings.types.optimizer_kwargs,settings.types.scheduler_kwargs,settings.types.earlystop_kwargs,final_metric,final_metric_source,final_metric_file
20250920-004555,True,1,10,4,32,1.0,3,2,layer,"128,64",0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-004632,True,1,10,4,32,1.0,3,2,layer,"128,64",0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-004709,True,1,10,4,32,1.0,3,2,layer,"128,64",0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-004747,True,1,10,4,32,2.0,3,2,none,128,0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-004836,True,1,10,4,32,2.0,3,2,none,128,0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-004925,True,1,10,4,32,2.0,3,2,none,128,0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-005016,True,1,10,4,32,2.0,3,2,none,128,0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-005110,True,1,10,4,32,2.0,3,2,none,"128,64",0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-005202,True,1,10,4,32,2.0,3,2,none,"128,64",0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-005258,True,1,10,4,32,2.0,3,2,none,"128,64",0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-005351,True,1,10,4,32,2.0,3,2,none,"128,64",0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-005442,True,1,10,4,32,2.0,3,2,none,128,0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-005538,True,1,10,4,32,2.0,3,2,none,128,0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-005629,True,1,10,4,32,2.0,3,2,none,128,0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-005723,True,1,10,4,32,2.0,3,2,none,128,0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-005813,True,1,10,4,32,2.0,3,2,none,"128,64",0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-005908,True,1,10,4,32,2.0,3,2,none,"128,64",0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-010002,True,1,10,4,32,2.0,3,2,none,"128,64",0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-010054,True,1,10,4,32,2.0,3,2,none,"128,64",0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-010152,True,1,10,4,32,2.0,3,2,batch,128,0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-010255,True,1,10,4,32,2.0,3,2,batch,128,0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-010357,True,1,10,4,32,2.0,3,2,batch,128,0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-010458,True,1,10,4,32,2.0,3,2,batch,128,0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-010602,True,1,10,4,32,2.0,3,2,batch,"128,64",0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-010705,True,1,10,4,32,2.0,3,2,batch,"128,64",0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-010807,True,1,10,4,32,2.0,3,2,batch,"128,64",0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-010912,True,1,10,4,32,2.0,3,2,batch,"128,64",0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-011017,True,1,10,4,32,2.0,3,2,batch,128,0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-011119,True,1,10,4,32,2.0,3,2,batch,128,0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-011221,True,1,10,4,32,2.0,3,2,batch,128,0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-011321,True,1,10,4,32,2.0,3,2,batch,128,0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-011424,True,1,10,4,32,2.0,3,2,batch,"128,64",0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-011531,True,1,10,4,32,2.0,3,2,batch,"128,64",0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-011639,True,1,10,4,32,2.0,3,2,batch,"128,64",0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-011746,True,1,10,4,32,2.0,3,2,batch,"128,64",0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-011849,True,1,10,4,32,2.0,3,2,layer,128,0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-011949,True,1,10,4,32,2.0,3,2,layer,128,0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-012047,True,1,10,4,32,2.0,3,2,layer,128,0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-012148,True,1,10,4,32,2.0,3,2,layer,128,0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-012248,True,1,10,4,32,2.0,3,2,layer,"128,64",0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-012352,True,1,10,4,32,2.0,3,2,layer,"128,64",0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-012459,True,1,10,4,32,2.0,3,2,layer,"128,64",0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-012559,True,1,10,4,32,2.0,3,2,layer,"128,64",0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-012703,True,1,10,4,32,2.0,3,2,layer,128,0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-012805,True,1,10,4,32,2.0,3,2,layer,128,0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-012906,True,1,10,4,32,2.0,3,2,layer,128,0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-013004,True,1,10,4,32,2.0,3,2,layer,128,0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-013106,True,1,10,4,32,2.0,3,2,layer,"128,64",0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-013210,True,1,10,4,32,2.0,3,2,layer,"128,64",0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-013312,True,1,10,4,32,2.0,3,2,layer,"128,64",0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-013414,True,1,10,4,32,2.0,3,2,layer,"128,64",0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
